Delivery Date,Hour,da_price,rt_price
2019-02-01,10,30.27,21.34
2019-02-01,11,25.84,21.2625
2019-02-01,12,24.12,21.05
2019-02-01,13,22.89,20.66
2019-02-01,14,21.91,20.377499999999998
2019-02-01,15,21.74,20.675
2019-02-01,16,21.39,20.53
2019-02-01,17,21.3,20.7825
2019-02-01,18,27.24,22.8125
2019-02-01,19,27.4,21.990000000000002
2019-02-01,20,21.53,19.46
2019-02-01,21,20.48,15.4225
2019-02-01,22,19.49,13.5175
2019-02-01,23,18.59,15.36
2019-02-01,24,17.25,30.8425
2019-02-02,1,17.48,22.9075
2019-02-02,2,16.75,15.6725
2019-02-02,3,16.42,16.005000000000003
2019-02-02,4,16.08,16.2325
